year,age,age_gp,edu,parity,add_exp,intention,race,marital,birth_5yr,birth_5yr_binary,race_only,hisp_only,marital_formal,weight,SECU,SEST,wants_more_kids
2015-2017,36,35-39,Some College,3,0,3,Hispanic,Married,0,0,White,Hispanic,Married,4125.08537977806,1,330,0
2015-2017,21,20-24,HS,1,2,3,Hispanic,Married,1,1,White,Hispanic,Married,8197.70412548668,4,305,1
2015-2017,41,40-44,Post-Grad,1,0,1,Other or Multiple,Married,0,0,Other,Non-Hispanic,Married,12767.1617023995,3,347,0
2015-2017,32,30-34,Bachelor,3,0,3,Non-Hispanic White,Married,2,1,White,Non-Hispanic,Married,7776.43959156292,2,337,0
2015-2017,43,40-44,Bachelor,2,0,2,Hispanic,Cohabitating,0,0,White,Hispanic,Never Married,93501.4606676605,1,305,0
2015-2017,42,40-44,Bachelor,2,0,2,Hispanic,Married,1,1,White,Hispanic,Married,23350.2113368477,4,329,0
2015-2017,22,20-24,Bachelor,0,2,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,25131.2598714281,4,343,1
2015-2017,27,25-29,Some College,2,0,2,Other or Multiple,Never Married,2,1,Black,Non-Hispanic,Never Married,3185.0668505809,4,367,0
2015-2017,26,25-29,Some College,1,1,2,Hispanic,Never Married,0,0,Black,Hispanic,Never Married,3056.37160508747,2,312,1
2015-2017,25,25-29,HS,1,0,1,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,2584.14432233946,1,316,0
2015-2017,39,35-39,Bachelor,2,0,2,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,12593.0072688761,2,305,0
2015-2017,42,40-44,HS,2,0,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3811.56412762443,4,329,0
2015-2017,28,25-29,Some College,2,0,2,Non-Hispanic White,Cohabitating,1,1,White,Non-Hispanic,Never Married,14376.2965832152,4,366,0
2015-2017,30,30-34,Bachelor,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,37377.228971225,4,309,1
2015-2017,15,15-19,<HS,0,0,0,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,5304.97155851786,1,351,0
2015-2017,38,35-39,Bachelor,6,0,6,Hispanic,Married,2,1,White,Hispanic,Married,6794.93233724416,1,309,0
2015-2017,27,25-29,<HS,2,0,2,Non-Hispanic White,Cohabitating,1,1,White,Non-Hispanic,Formerly Married,5115.27259921545,2,343,0
2015-2017,23,20-24,Some College,0,2,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,8400.98973531631,4,337,1
2015-2017,35,35-39,HS,1,0,1,Hispanic,Formerly Married,0,0,White,Hispanic,Formerly Married,6256.55341422383,2,367,0
2015-2017,39,35-39,Some College,4,1,5,Hispanic,Cohabitating,0,0,Other,Hispanic,Formerly Married,17798.4255832898,1,347,1
2015-2017,15,15-19,<HS,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,3394.42364645582,2,368,0
2015-2017,25,25-29,<HS,2,3,5,Non-Hispanic Black,Married,2,1,Black,Non-Hispanic,Married,8675.76022307429,1,365,1
2015-2017,32,30-34,Post-Grad,0,2,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,11197.2416268617,2,364,1
2015-2017,28,25-29,<HS,2,0,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,16538.2724694844,2,322,0
2015-2017,17,15-19,<HS,0,2,2,Other or Multiple,Never Married,0,0,Other,Non-Hispanic,Never Married,2651.08775097435,3,330,1
2015-2017,24,20-24,Some College,3,0,3,Non-Hispanic White,Never Married,2,1,White,Non-Hispanic,Never Married,4392.07275135231,2,330,0
2015-2017,30,30-34,Bachelor,2,0,2,Non-Hispanic White,Married,2,1,White,Non-Hispanic,Married,20679.0667174089,2,305,0
2015-2017,29,25-29,Some College,0,2,2,Other or Multiple,Never Married,0,0,Black,Non-Hispanic,Never Married,2549.50103932607,1,309,1
2015-2017,25,25-29,Some College,0,1,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,3701.7763791345,3,365,1
2015-2017,35,35-39,HS,1,0,1,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,1924.916,4,367,0
2015-2017,23,20-24,Some College,2,2,4,Hispanic,Married,2,1,White,Hispanic,Married,10251.1411888004,1,316,1
2015-2017,37,35-39,Post-Grad,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,5088.29187577002,4,309,0
2015-2017,34,30-34,Some College,3,0,3,Hispanic,Cohabitating,1,1,White,Hispanic,Formerly Married,6286.69037575635,4,311,0
2015-2017,40,40-44,Post-Grad,3,0,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,12896.9001003314,3,316,0
2015-2017,37,35-39,HS,1,0,1,Hispanic,Never Married,1,1,Other,Hispanic,Never Married,26185.8056956884,3,364,0
2015-2017,42,40-44,Post-Grad,0,0,0,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,51246.8877285033,3,347,0
2015-2017,17,15-19,<HS,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,7692.63596430933,4,367,1
2015-2017,26,25-29,Bachelor,0,3,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,29473.7191588446,3,366,1
2015-2017,18,15-19,HS,0,4,4,Hispanic,Never Married,0,0,White,Hispanic,Never Married,5528.96888884564,3,337,1
2015-2017,43,40-44,Bachelor,2,0,2,Non-Hispanic White,Married,2,1,White,Non-Hispanic,Married,6254.1001392922,4,368,0
2015-2017,26,25-29,HS,3,0,3,Non-Hispanic Black,Cohabitating,1,1,Black,Non-Hispanic,Never Married,6441.20644653142,4,329,0
2015-2017,18,15-19,<HS,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3472.24523302548,2,311,1
2015-2017,19,15-19,Some College,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,9978.26380022964,4,364,1
2015-2017,17,15-19,<HS,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,6467.93611254381,3,368,1
2015-2017,26,25-29,Some College,0,0,0,Hispanic,Cohabitating,0,0,White,Hispanic,Never Married,6660.8741506197,4,312,0
2015-2017,30,30-34,Bachelor,0,2,2,Hispanic,Married,0,0,Other,Hispanic,Married,2371.4172373607,1,330,1
2015-2017,40,40-44,<HS,3,0,3,Hispanic,Formerly Married,0,0,White,Hispanic,Formerly Married,19709.3323411132,1,312,0
2015-2017,28,25-29,HS,4,0,4,Non-Hispanic White,Cohabitating,2,1,White,Non-Hispanic,Formerly Married,9661.01742681455,4,311,0
2015-2017,16,15-19,<HS,0,0,0,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,12597.0667102039,4,311,0
2015-2017,24,20-24,Post-Grad,0,2,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,28021.6578727232,3,365,1
2015-2017,27,25-29,HS,2,0,2,Non-Hispanic Black,Never Married,2,1,Black,Non-Hispanic,Never Married,4580.76146079682,4,366,0
2015-2017,32,30-34,<HS,3,0,3,Non-Hispanic Black,Formerly Married,0,0,Black,Non-Hispanic,Formerly Married,29677.0150659124,4,311,0
2015-2017,30,30-34,<HS,2,1,3,Non-Hispanic Black,Cohabitating,1,1,Black,Non-Hispanic,Never Married,3560.55544939004,2,322,1
2015-2017,34,30-34,Some College,1,0,1,Non-Hispanic White,Formerly Married,1,1,White,Non-Hispanic,Formerly Married,2964.10992342719,4,364,0
2015-2017,38,35-39,<HS,3,0,3,Hispanic,Married,1,1,White,Hispanic,Married,12525.8773394225,3,331,0
2015-2017,30,30-34,Bachelor,0,2,2,Hispanic,Cohabitating,0,0,White,Hispanic,Never Married,9039.35613238166,1,367,1
2015-2017,23,20-24,Some College,1,2,3,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,6504.11383749869,2,366,1
2015-2017,28,25-29,Bachelor,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,10105.1872554356,2,347,0
2015-2017,29,25-29,HS,2,0,2,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,17287.0855370794,3,330,0
2015-2017,38,35-39,Bachelor,2,1,3,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,36086.2338381589,2,322,1
2015-2017,22,20-24,Some College,0,4,4,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,9362.24867951594,4,309,1
2015-2017,16,15-19,<HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,10219.2764215229,2,305,1
2015-2017,17,15-19,<HS,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,3204.93637950042,4,312,1
2015-2017,21,20-24,HS,2,2,4,Hispanic,Cohabitating,2,1,White,Hispanic,Never Married,8640.72117920091,4,331,1
2015-2017,35,35-39,Some College,0,2,2,Other or Multiple,Never Married,0,0,Other,Non-Hispanic,Never Married,8545.70438235751,4,331,1
2015-2017,24,20-24,Some College,0,0,0,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,25129.9045480388,4,351,0
2015-2017,34,30-34,HS,1,1,2,Hispanic,Married,1,1,Other,Hispanic,Married,5876.39832361411,3,312,1
2015-2017,27,25-29,HS,1,1,2,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,5333.49319954713,2,366,1
2015-2017,17,15-19,<HS,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,2809.17775176333,2,329,1
2015-2017,41,40-44,Bachelor,4,0,4,Non-Hispanic White,Married,2,1,White,Non-Hispanic,Married,10497.7428054146,4,309,0
2015-2017,26,25-29,Bachelor,2,1,3,Hispanic,Married,2,1,White,Hispanic,Married,4135.62180670489,4,309,1
2015-2017,17,15-19,<HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,10017.8534689275,3,347,1
2015-2017,32,30-34,HS,2,0,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3889.58166992159,4,364,0
2015-2017,36,35-39,Bachelor,1,2,3,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,42443.6882204378,4,343,1
2015-2017,32,30-34,Bachelor,2,0,2,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,2776.4827760763,3,365,0
2015-2017,17,15-19,HS,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,7353.34711548201,3,343,0
2015-2017,23,20-24,Bachelor,0,2,2,Hispanic,Never Married,0,0,Other,Hispanic,Never Married,13589.6303435374,1,364,1
2015-2017,30,30-34,Some College,0,1,1,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,6647.19589826577,4,368,1
2015-2017,27,25-29,HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,12817.4000033322,1,365,1
2015-2017,37,35-39,Post-Grad,0,0,0,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,14547.6645903638,3,309,0
2015-2017,28,25-29,Bachelor,0,3,3,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,42232.0601952428,3,364,1
2015-2017,31,30-34,HS,0,1,1,Hispanic,Never Married,0,0,White,Hispanic,Never Married,5408.86568430829,1,351,1
2015-2017,29,25-29,HS,2,1,3,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,3657.0220155781,1,351,1
2015-2017,34,30-34,Bachelor,0,2,2,Non-Hispanic Black,Married,0,0,Black,Non-Hispanic,Married,5646.80988518768,4,305,1
2015-2017,17,15-19,<HS,0,1,1,Other or Multiple,Never Married,0,0,Black,Non-Hispanic,Never Married,3176.82337245752,2,366,1
2015-2017,32,30-34,Some College,1,0,1,Other or Multiple,Never Married,0,0,White,Non-Hispanic,Never Married,9839.57654269592,3,364,0
2015-2017,29,25-29,Post-Grad,0,2,2,Non-Hispanic Black,Cohabitating,0,0,Black,Non-Hispanic,Formerly Married,6991.23873310467,4,365,1
2015-2017,18,15-19,<HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,31530.0659122648,2,311,1
2015-2017,20,20-24,Some College,0,3,3,Hispanic,Never Married,0,0,White,Hispanic,Never Married,9250.02157345905,1,367,1
2015-2017,29,25-29,Some College,0,1,1,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,46898.0939539853,1,367,1
2015-2017,38,35-39,<HS,1,0,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,3371.78961782101,4,347,0
2015-2017,16,15-19,<HS,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,5370.02658852258,4,364,1
2015-2017,19,15-19,Some College,0,3,3,Hispanic,Never Married,0,0,Other,Hispanic,Never Married,3496.16125842853,4,312,1
2015-2017,43,40-44,Bachelor,0,0,0,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,25770.446250228,2,364,0
2015-2017,37,35-39,HS,1,0,1,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,5032.86237062383,4,367,0
2015-2017,30,30-34,Some College,1,1,2,Hispanic,Married,1,1,White,Hispanic,Married,5760.60806627014,1,367,1
2015-2017,28,25-29,Bachelor,2,0,2,Non-Hispanic Black,Never Married,2,1,Black,Non-Hispanic,Never Married,4045.49737727295,4,366,0
2015-2017,28,25-29,HS,0,1,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,6286.35178353018,2,364,1
2015-2017,20,20-24,Some College,0,2,2,Other or Multiple,Never Married,0,0,Other,Non-Hispanic,Never Married,19148.6863261924,1,364,1
2015-2017,23,20-24,HS,1,1,2,Non-Hispanic Black,Cohabitating,0,0,Black,Non-Hispanic,Never Married,4699.84664664959,3,365,1
2015-2017,38,35-39,Some College,0,0,0,Non-Hispanic Black,Married,0,0,Black,Non-Hispanic,Married,6040.72676777712,1,316,0
2015-2017,37,35-39,Some College,3,0,3,Non-Hispanic White,Formerly Married,1,1,White,Non-Hispanic,Formerly Married,5006.91862088878,1,331,0
2015-2017,18,15-19,HS,0,2,2,Other or Multiple,Never Married,0,0,White,Non-Hispanic,Never Married,7147.05699394476,3,331,1
2015-2017,35,35-39,Some College,3,0,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,15028.3469612048,4,309,0
2015-2017,40,40-44,HS,2,0,2,Hispanic,Married,0,0,White,Hispanic,Married,4374.5083228252,4,351,0
2015-2017,22,20-24,Some College,0,1,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,23958.4497639429,1,311,1
2015-2017,20,20-24,Some College,0,3,3,Hispanic,Never Married,0,0,White,Hispanic,Never Married,17598.244762763,1,367,1
2015-2017,29,25-29,Bachelor,1,1,2,Non-Hispanic White,Never Married,1,1,White,Non-Hispanic,Never Married,3906.24803944457,4,331,1
2015-2017,32,30-34,Some College,1,0,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,104109.556443529,2,311,0
2015-2017,24,20-24,Bachelor,0,2,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,7209.72880424325,3,365,1
2015-2017,21,20-24,Some College,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,19520.7975936856,4,309,1
2015-2017,34,30-34,Some College,1,0,1,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,30933.4481332192,2,330,0
2015-2017,27,25-29,Bachelor,0,1,1,Hispanic,Never Married,0,0,White,Hispanic,Never Married,2150.20470905364,2,312,1
2015-2017,22,20-24,Some College,0,2,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,22547.8410922977,4,309,1
2015-2017,29,25-29,<HS,3,0,3,Hispanic,Never Married,1,1,White,Hispanic,Never Married,2377.63308827313,1,330,0
2015-2017,32,30-34,Bachelor,0,1,1,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Formerly Married,17255.5981735144,3,351,1
2015-2017,31,30-34,Bachelor,2,0,2,Other or Multiple,Cohabitating,2,1,Other,Non-Hispanic,Never Married,5160.78678420585,4,312,0
2015-2017,23,20-24,HS,0,2,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,6849.64333863885,3,337,1
2015-2017,29,25-29,Bachelor,0,2,2,Hispanic,Formerly Married,0,0,White,Hispanic,Formerly Married,4508.37950765293,2,305,1
2015-2017,40,40-44,Post-Grad,1,1,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,5216.73132662836,1,331,1
2015-2017,40,40-44,HS,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,4901.24469819972,2,337,0
2015-2017,16,15-19,<HS,0,4,4,Hispanic,Cohabitating,0,0,White,Hispanic,Never Married,3929.93962224868,1,337,1
2015-2017,30,30-34,HS,3,1,4,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,8129.22075341378,2,366,1
2015-2017,16,15-19,<HS,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,2373.89627234319,1,330,1
2015-2017,25,25-29,Some College,0,7,7,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,10180.497295296,4,337,1
2015-2017,38,35-39,Post-Grad,2,0,2,Non-Hispanic White,Never Married,1,1,White,Non-Hispanic,Never Married,88559.708902269,4,337,0
2015-2017,24,20-24,<HS,1,1,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,4396.1459144733,2,351,1
2015-2017,41,40-44,Some College,1,0,1,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,12961.4908826378,3,347,0
2015-2017,15,15-19,<HS,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,3996.39721443179,3,309,0
2015-2017,35,35-39,Bachelor,3,0,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,19637.1196342983,3,330,0
2015-2017,37,35-39,Some College,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,8884.71088232895,2,337,0
2015-2017,31,30-34,Some College,2,0,2,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,14654.1688505865,4,322,0
2015-2017,35,35-39,Bachelor,1,0,1,Other or Multiple,Married,0,0,Other,Non-Hispanic,Married,4735.99742772861,3,305,0
2015-2017,19,15-19,HS,0,4,4,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3798.7339923252,4,366,1
2015-2017,22,20-24,HS,1,1,2,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,3439.46174632181,2,366,1
2015-2017,38,35-39,Some College,5,0,5,Non-Hispanic Black,Never Married,3,1,Black,Non-Hispanic,Never Married,2440.63784732982,3,330,0
2015-2017,19,15-19,HS,0,0,0,Other or Multiple,Never Married,0,0,White,Non-Hispanic,Never Married,12641.9627087492,3,347,0
2015-2017,30,30-34,Bachelor,2,2,4,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,12992.5914889715,1,367,1
2015-2017,28,25-29,HS,1,1,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,2929.82174785298,4,367,1
2015-2017,29,25-29,Bachelor,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,16524.2635883164,2,322,1
2015-2017,28,25-29,HS,3,1,4,Other or Multiple,Never Married,1,1,Other,Non-Hispanic,Never Married,4554.60724423746,2,330,1
2015-2017,22,20-24,Bachelor,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,5153.91646835452,3,365,1
2015-2017,43,40-44,Some College,0,0,0,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,4695.83541344395,3,337,0
2015-2017,30,30-34,Some College,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,2629.14191511153,1,309,1
2015-2017,29,25-29,Bachelor,0,2,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,6577.94830343354,1,311,1
2015-2017,28,25-29,Some College,2,0,2,Non-Hispanic Black,Cohabitating,1,1,Black,Non-Hispanic,Never Married,3771.82715892599,4,311,0
2015-2017,24,20-24,Some College,1,2,3,Hispanic,Married,1,1,White,Hispanic,Married,27722.5159990708,2,312,1
2015-2017,38,35-39,Some College,2,0,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,20981.0706347361,3,330,0
2015-2017,32,30-34,Post-Grad,0,2,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,13294.4348612378,2,309,1
2015-2017,15,15-19,<HS,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,38314.1451822927,3,331,1
2015-2017,20,20-24,Some College,0,4,4,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,5192.78673637595,4,316,1
2015-2017,42,40-44,Post-Grad,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,37602.4704360477,2,322,0
2015-2017,28,25-29,Post-Grad,0,1,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,4599.77781429556,2,366,1
2015-2017,16,15-19,<HS,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,4328.19718904054,2,366,1
2015-2017,15,15-19,<HS,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,20696.1627547439,3,331,0
2015-2017,33,30-34,<HS,1,0,1,Non-Hispanic Black,Married,0,0,Black,Non-Hispanic,Married,3488.84532724621,1,316,0
2015-2017,24,20-24,Some College,1,1,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,3571.92028514835,2,330,1
2015-2017,21,20-24,Some College,0,0,0,Other or Multiple,Cohabitating,0,0,Other,Non-Hispanic,Never Married,12544.5829021439,3,365,0
2015-2017,35,35-39,Some College,4,0,4,Other or Multiple,Cohabitating,0,0,Black,Non-Hispanic,Never Married,5902.92418147089,2,311,0
2015-2017,40,40-44,<HS,2,1,3,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,7459.28560716189,4,366,1
2015-2017,36,35-39,Bachelor,1,0,1,Non-Hispanic Black,Married,1,1,Black,Non-Hispanic,Married,6316.08273356934,4,367,0
2015-2017,25,25-29,HS,3,0,3,Non-Hispanic White,Married,3,1,White,Non-Hispanic,Married,13117.3589343416,3,347,0
2015-2017,21,20-24,Some College,1,0,1,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,32387.5321334137,2,331,0
2015-2017,43,40-44,Bachelor,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,4640.6723637731,1,365,0
2015-2017,33,30-34,Bachelor,0,2,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,10192.7738457821,2,351,1
2015-2017,32,30-34,Some College,2,1,3,Non-Hispanic White,Married,2,1,White,Non-Hispanic,Married,7598.53351136258,2,337,1
2015-2017,30,30-34,Bachelor,2,0,2,Hispanic,Married,2,1,Black,Hispanic,Married,12178.2413975194,2,364,0
2015-2017,36,35-39,<HS,2,0,2,Other or Multiple,Married,0,0,Other,Non-Hispanic,Married,3823.88065615904,4,347,0
2015-2017,28,25-29,Post-Grad,0,0.5,0.5,Other or Multiple,Never Married,0,0,Other,Non-Hispanic,Never Married,10507.6185196312,4,347,1
2015-2017,19,15-19,HS,0,4,4,Hispanic,Never Married,0,0,White,Hispanic,Never Married,9380.27726595557,3,331,1
2015-2017,27,25-29,Some College,3,0,3,Hispanic,Cohabitating,1,1,White,Hispanic,Never Married,3642.22185700464,1,309,0
2015-2017,26,25-29,<HS,1,1,2,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,3463.69058525809,2,329,1
2015-2017,16,15-19,<HS,0,3,3,Hispanic,Never Married,0,0,White,Hispanic,Never Married,4728.21650969443,4,316,1
2015-2017,40,40-44,Bachelor,3,2,5,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,6094.3112022269,4,309,1
2015-2017,19,15-19,Some College,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,3985.6842859458,1,366,0
2015-2017,25,25-29,Some College,2,1,3,Hispanic,Married,1,1,White,Hispanic,Married,4393.85234864535,2,366,1
2015-2017,22,20-24,Bachelor,0,2,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,9426.25495830941,2,309,1
2015-2017,36,35-39,Post-Grad,2,0.5,2.5,Non-Hispanic White,Married,2,1,White,Non-Hispanic,Married,18342.7315647609,2,305,1
2015-2017,21,20-24,HS,2,2,4,Hispanic,Cohabitating,2,1,White,Hispanic,Never Married,4476.92387581815,2,309,1
2015-2017,32,30-34,Some College,2,0,2,Hispanic,Formerly Married,0,0,Black,Hispanic,Formerly Married,55322.6332997996,1,347,0
2015-2017,27,25-29,HS,2,0,2,Hispanic,Formerly Married,1,1,White,Hispanic,Formerly Married,3837.39776991205,1,347,0
2015-2017,28,25-29,Some College,2,2,4,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,25876.6905195036,3,351,1
2015-2017,35,35-39,<HS,0,0,0,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,3594.14948209576,4,347,0
2015-2017,18,15-19,HS,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,7622.45952883302,3,330,1
2015-2017,27,25-29,HS,2,1,3,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,3541.51399167173,4,368,1
2015-2017,41,40-44,Some College,4,0,4,Hispanic,Married,0,0,White,Hispanic,Married,16758.0736219227,2,364,0
2015-2017,31,30-34,Bachelor,1,2,3,Hispanic,Married,1,1,Black,Hispanic,Married,7916.4982230577,3,364,1
2015-2017,33,30-34,<HS,4,1,5,Other or Multiple,Cohabitating,1,1,Black,Non-Hispanic,Never Married,35492.8226439934,1,343,1
2015-2017,40,40-44,Bachelor,2,0,2,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,16688.6288588379,3,316,0
2015-2017,33,30-34,HS,3,0,3,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,1924.916,2,368,0
2015-2017,29,25-29,Post-Grad,0,3,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,40658.3116685099,2,347,1
2015-2017,19,15-19,HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,10541.7467059903,1,366,1
2015-2017,19,15-19,HS,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,4783.21604431489,2,305,1
2015-2017,38,35-39,Post-Grad,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,75148.9597235887,4,331,0
2015-2017,25,25-29,Bachelor,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,43026.6612294644,3,364,1
2015-2017,41,40-44,HS,3,0,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,13859.1226490113,4,311,0
2015-2017,41,40-44,Bachelor,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,11960.5751998876,4,309,0
2015-2017,37,35-39,Some College,3,0,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,19119.1774452629,2,330,0
2015-2017,29,25-29,Bachelor,1,0,1,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,3239.70506681244,1,347,0
2015-2017,36,35-39,HS,4,0,4,Non-Hispanic Black,Formerly Married,0,0,Black,Non-Hispanic,Formerly Married,5380.61670885015,3,365,0
